Dove;Regione;Elettori;Votanti;%;Schede nulle;Schede bianche;Schede contestate;Coalizioni e liste;Voti;%;Seggi;Candidati uninominali eletti;Totale
SENATO;LOMBARDIA;7505068;5260161;70,09;129108;71261;944;IMPEGNO CIVICO LUIGI DI MAIO  CENTRO DEMOCRATICO;18228;0,36;;;
SENATO;LOMBARDIA;7505068;5260161;70,09;129108;71261;944;AZIONE  ITALIA VIVA  CALENDA;513620;10,15;2;;2
SENATO;LOMBARDIA;7505068;5260161;70,09;129108;71261;944;MOVIMENTO 5 STELLE;370336;7,32;2;;2
SENATO;LOMBARDIA;7505068;5260161;70,09;129108;71261;944;ITALEXIT PER L'ITALIA;91757;1,81;;;
SENATO;LOMBARDIA;7505068;5260161;70,09;129108;71261;944;ITALIA SOVRANA E POPOLARE;58143;1,15;;;
SENATO;LOMBARDIA;7505068;5260161;70,09;129108;71261;944;UNIONE POPOLARE CON DE MAGISTRIS;55894;1,1;;;
SENATO;LOMBARDIA;7505068;5260161;70,09;129108;71261;944;VITA;40201;0,79;;;
SENATO;LOMBARDIA;7505068;5260161;70,09;129108;71261;944;MASTELLA NOI DI CENTRO EUROPEISTI;6249;0,12;;;
SENATO;MARCHE;1165397;797050;68,39;21956;13922;73;FRATELLI D'ITALIA CON GIORGIA MELONI, FORZA ITALIA, LEGA PER SALVINI PREMIER, NOI MODERATI/LUPI  TOTI  BRUGNARO  UDC;340986;44,8;1;2;3
SENATO;MARCHE;1165397;797050;68,39;21956;13922;73;FRATELLI D'ITALIA CON GIORGIA MELONI;224466;29,49;1;;
SENATO;MARCHE;1165397;797050;68,39;21956;13922;73;LEGA PER SALVINI PREMIER;60793;7,99;;;
SENATO;MARCHE;1165397;797050;68,39;21956;13922;73;FORZA ITALIA;49751;6,54;;;
SENATO;MARCHE;1165397;797050;68,39;21956;13922;73;NOI MODERATI/LUPI  TOTI  BRUGNARO  UDC;5976;0,79;;;
SENATO;MARCHE;1165397;797050;68,39;21956;13922;73;PARTITO DEMOCRATICO  ITALIA DEMOCRATICA E PROGRESSISTA, ALLEANZA VERDI E SINISTRA, PiuEuropa, IMPEGNO CIVICO LUIGI DI MAIO  CENTRO DEMOCRATICO;200457;26,34;1;;1
SENATO;MARCHE;1165397;797050;68,39;21956;13922;73;PARTITO DEMOCRATICO  ITALIA DEMOCRATICA E PROGRESSISTA;151772;19,94;1;;
SENATO;MARCHE;1165397;797050;68,39;21956;13922;73;ALLEANZA VERDI E SINISTRA;24778;3,26;;;
SENATO;MARCHE;1165397;797050;68,39;21956;13922;73;PIUEUROPA;20335;2,67;;;
SENATO;MARCHE;1165397;797050;68,39;21956;13922;73;IMPEGNO CIVICO LUIGI DI MAIO  CENTRO DEMOCRATICO;3572;0,47;;;
SENATO;MARCHE;1165397;797050;68,39;21956;13922;73;MOVIMENTO 5 STELLE;104964;13,79;1;;1
SENATO;MARCHE;1165397;797050;68,39;21956;13922;73;AZIONE  ITALIA VIVA  CALENDA;56490;7,42;;;
SENATO;MARCHE;1165397;797050;68,39;21956;13922;73;ITALEXIT PER L'ITALIA;20021;2,63;;;
SENATO;MARCHE;1165397;797050;68,39;21956;13922;73;ITALIA SOVRANA E POPOLARE;10445;1,37;;;
SENATO;MARCHE;1165397;797050;68,39;21956;13922;73;UNIONE POPOLARE CON DE MAGISTRIS;10021;1,32;;;
SENATO;MARCHE;1165397;797050;68,39;21956;13922;73;PARTITO COMUNISTA ITALIANO;8647;1,14;;;
SENATO;MARCHE;1165397;797050;68,39;21956;13922;73;VITA;6334;0,83;;;
SENATO;MARCHE;1165397;797050;68,39;21956;13922;73;ALTERNATIVA PER L'ITALIA  NO GREEN PASS;2734;0,36;;;
SENATO;MOLISE;243884;138023;56,59;5074;3263;0;FRATELLI D'ITALIA CON GIORGIA MELONI, FORZA ITALIA, LEGA PER SALVINI PREMIER, NOI MODERATI/LUPI  TOTI  BRUGNARO  UDC;55656;42,92;1;1;2
SENATO;MOLISE;243884;138023;56,59;5074;3263;0;FRATELLI D'ITALIA CON GIORGIA MELONI;29063;22,41;1;;
SENATO;MOLISE;243884;138023;56,59;5074;3263;0;FORZA ITALIA;16434;12,67;;;
SENATO;MOLISE;243884;138023;56,59;5074;3263;0;LEGA PER SALVINI PREMIER;8434;6,5;;;
SENATO;MOLISE;243884;138023;56,59;5074;3263;0;NOI MODERATI/LUPI  TOTI  BRUGNARO  UDC;1725;1,33;;;
SENATO;MOLISE;243884;138023;56,59;5074;3263;0;MOVIMENTO 5 STELLE;31614;24,38;;;
SENATO;MOLISE;243884;138023;56,59;5074;3263;0;PARTITO DEMOCRATICO  ITALIA DEMOCRATICA E PROGRESSISTA, ALLEANZA VERDI E SINISTRA, PiuEuropa, IMPEGNO CIVICO LUIGI DI MAIO  CENTRO DEMOCRATICO;30503;23,52;;;
SENATO;MOLISE;243884;138023;56,59;5074;3263;0;PARTITO DEMOCRATICO  ITALIA DEMOCRATICA E PROGRESSISTA;23790;18,34;;;
SENATO;MOLISE;243884;138023;56,59;5074;3263;0;ALLEANZA VERDI E SINISTRA;3782;2,92;;;
SENATO;MOLISE;243884;138023;56,59;5074;3263;0;PIUEUROPA;2006;1,55;;;
SENATO;MOLISE;243884;138023;56,59;5074;3263;0;IMPEGNO CIVICO LUIGI DI MAIO  CENTRO DEMOCRATICO;925;0,71;;;
SENATO;MOLISE;243884;138023;56,59;5074;3263;0;AZIONE  ITALIA VIVA  CALENDA;6029;4,65;;;
SENATO;MOLISE;243884;138023;56,59;5074;3263;0;UNIONE POPOLARE CON DE MAGISTRIS;2293;1,77;;;
SENATO;MOLISE;243884;138023;56,59;5074;3263;0;ITALIA SOVRANA E POPOLARE;2211;1,7;;;
SENATO;MOLISE;243884;138023;56,59;5074;3263;0;MASTELLA NOI DI CENTRO EUROPEISTI;1380;1,06;;;
SENATO;PIEMONTE;3320437;;;;;;FRATELLI D'ITALIA CON GIORGIA MELONI, FORZA ITALIA, LEGA PER SALVINI PREMIER, NOI MODERATI/LUPI  TOTI  BRUGNARO  UDC;968839;46,14;4;4;8
SENATO;PIEMONTE;3320437;;;;;;FRATELLI D'ITALIA CON GIORGIA MELONI;564520;26,89;2;;
SENATO;PIEMONTE;3320437;;;;;;LEGA PER SALVINI PREMIER;228076;10,86;1;;
SENATO;PIEMONTE;3320437;;;;;;FORZA ITALIA;164438;7,83;1;;
SENATO;PIEMONTE;3320437;;;;;;NOI MODERATI/LUPI  TOTI  BRUGNARO  UDC;11805;0,56;;;
SENATO;PIEMONTE;3320437;;;;;;PARTITO DEMOCRATICO  ITALIA DEMOCRATICA E PROGRESSISTA, ALLEANZA VERDI E SINISTRA, PiuEuropa, IMPEGNO CIVICO LUIGI DI MAIO  CENTRO DEMOCRATICO;600434;28,6;3;1;4
SENATO;PIEMONTE;3320437;;;;;;PARTITO DEMOCRATICO  ITALIA DEMOCRATICA E PROGRESSISTA;420193;20,01;3;;
SENATO;PIEMONTE;3320437;;;;;;PIUEUROPA;87659;4,17;;;
SENATO;PIEMONTE;3320437;;;;;;ALLEANZA VERDI E SINISTRA;82410;3,92;;;
SENATO;PIEMONTE;3320437;;;;;;IMPEGNO CIVICO LUIGI DI MAIO  CENTRO DEMOCRATICO;10172;0,48;;;
SENATO;PIEMONTE;3320437;;;;;;MOVIMENTO 5 STELLE;216293;10,3;1;;1
SENATO;PIEMONTE;3320437;;;;;;AZIONE  ITALIA VIVA  CALENDA;181954;8,67;1;;1
SENATO;PIEMONTE;3320437;;;;;;ITALEXIT PER L'ITALIA;49637;2,36;;;
SENATO;PIEMONTE;3320437;;;;;;ITALIA SOVRANA E POPOLARE;29349;1,4;;;
SENATO;PIEMONTE;3320437;;;;;;UNIONE POPOLARE CON DE MAGISTRIS;27999;1,33;;;
SENATO;PIEMONTE;3320437;;;;;;VITA;17582;0,84;;;
SENATO;PIEMONTE;3320437;;;;;;ALTERNATIVA PER L'ITALIA  NO GREEN PASS;5308;0,25;;;
SENATO;PIEMONTE;3320437;;;;;;MASTELLA NOI DI CENTRO EUROPEISTI;2263;0,11;;;
SENATO;PUGLIA;3217704;1819782;56,56;48915;33334;127;FRATELLI D'ITALIA CON GIORGIA MELONI, FORZA ITALIA, LEGA PER SALVINI PREMIER, NOI MODERATI/LUPI  TOTI  BRUGNARO  UDC;719419;41,41;4;5;9
SENATO;PUGLIA;3217704;1819782;56,56;48915;33334;127;FRATELLI D'ITALIA CON GIORGIA MELONI;425125;24,47;2;;
SENATO;PUGLIA;3217704;1819782;56,56;48915;33334;127;FORZA ITALIA;191105;11;1;;
SENATO;PUGLIA;3217704;1819782;56,56;48915;33334;127;LEGA PER SALVINI PREMIER;91978;5,29;1;;
SENATO;PUGLIA;3217704;1819782;56,56;48915;33334;127;NOI MODERATI/LUPI  TOTI  BRUGNARO  UDC;11211;0,65;;;
SENATO;PUGLIA;3217704;1819782;56,56;48915;33334;127;MOVIMENTO 5 STELLE;491358;28,28;2;;2
SENATO;PUGLIA;3217704;1819782;56,56;48915;33334;127;PARTITO DEMOCRATICO  ITALIA DEMOCRATICA E PROGRESSISTA, ALLEANZA VERDI E SINISTRA, PiuEuropa, IMPEGNO CIVICO LUIGI DI MAIO  CENTRO DEMOCRATICO;369240;21,25;2;;2
SENATO;PUGLIA;3217704;1819782;56,56;48915;33334;127;PARTITO DEMOCRATICO  ITALIA DEMOCRATICA E PROGRESSISTA;278996;16,06;2;;
SENATO;PUGLIA;3217704;1819782;56,56;48915;33334;127;ALLEANZA VERDI E SINISTRA;48316;2,78;;;
SENATO;PUGLIA;3217704;1819782;56,56;48915;33334;127;PIUEUROPA;30178;1,74;;;
SENATO;PUGLIA;3217704;1819782;56,56;48915;33334;127;IMPEGNO CIVICO LUIGI DI MAIO  CENTRO DEMOCRATICO;11750;0,68;;;
SENATO;PUGLIA;3217704;1819782;56,56;48915;33334;127;AZIONE  ITALIA VIVA  CALENDA;84018;4,84;;;
SENATO;PUGLIA;3217704;1819782;56,56;48915;33334;127;ITALEXIT PER L'ITALIA;22352;1,29;;;
SENATO;PUGLIA;3217704;1819782;56,56;48915;33334;127;UNIONE POPOLARE CON DE MAGISTRIS;17258;0,99;;;
SENATO;PUGLIA;3217704;1819782;56,56;48915;33334;127;ITALIA SOVRANA E POPOLARE;15206;0,88;;;
SENATO;PUGLIA;3217704;1819782;56,56;48915;33334;127;PARTITO COMUNISTA ITALIANO;7574;0,44;;;
SENATO;PUGLIA;3217704;1819782;56,56;48915;33334;127;VITA;4823;0,28;;;
SENATO;PUGLIA;3217704;1819782;56,56;48915;33334;127;ALTERNATIVA PER L'ITALIA  NO GREEN PASS;3826;0,22;;;
SENATO;PUGLIA;3217704;1819782;56,56;48915;33334;127;SUD CHIAMA NORD;2332;0,13;;;
SENATO;SARDEGNA;1342551;713774;53,17;18721;10720;30;FRATELLI D'ITALIA CON GIORGIA MELONI, FORZA ITALIA, LEGA PER SALVINI PREMIER, NOI MODERATI/LUPI  TOTI  BRUGNARO  UDC;276715;40,44;1;2;3
SENATO;SARDEGNA;1342551;713774;53,17;18721;10720;30;FRATELLI D'ITALIA CON GIORGIA MELONI;154526;22,58;1;;
SENATO;SARDEGNA;1342551;713774;53,17;18721;10720;30;FORZA ITALIA;63986;9,35;;;
SENATO;SARDEGNA;1342551;713774;53,17;18721;10720;30;LEGA PER SALVINI PREMIER;47527;6,95;;;
SENATO;SARDEGNA;1342551;713774;53,17;18721;10720;30;NOI MODERATI/LUPI  TOTI  BRUGNARO  UDC;10676;1,56;;;
SENATO;SARDEGNA;1342551;713774;53,17;18721;10720;30;PARTITO DEMOCRATICO  ITALIA DEMOCRATICA E PROGRESSISTA, ALLEANZA VERDI E SINISTRA, PiuEuropa, IMPEGNO CIVICO LUIGI DI MAIO  CENTRO DEMOCRATICO;185662;27,13;1;;1
SENATO;SARDEGNA;1342551;713774;53,17;18721;10720;30;PARTITO DEMOCRATICO  ITALIA DEMOCRATICA E PROGRESSISTA;135285;19,77;1;;
SENATO;SARDEGNA;1342551;713774;53,17;18721;10720;30;ALLEANZA VERDI E SINISTRA;29023;4,24;;;
SENATO;SARDEGNA;1342551;713774;53,17;18721;10720;30;PIUEUROPA;15950;2,33;;;
SENATO;SARDEGNA;1342551;713774;53,17;18721;10720;30;IMPEGNO CIVICO LUIGI DI MAIO  CENTRO DEMOCRATICO;5404;0,79;;;
SENATO;SARDEGNA;1342551;713774;53,17;18721;10720;30;MOVIMENTO 5 STELLE;150130;21,94;1;;1
SENATO;SARDEGNA;1342551;713774;53,17;18721;10720;30;AZIONE  ITALIA VIVA  CALENDA;30317;4,43;;;
SENATO;SARDEGNA;1342551;713774;53,17;18721;10720;30;ITALEXIT PER L'ITALIA;16527;2,42;;;
SENATO;SARDEGNA;1342551;713774;53,17;18721;10720;30;ITALIA SOVRANA E POPOLARE;10719;1,57;;;
SENATO;SARDEGNA;1342551;713774;53,17;18721;10720;30;UNIONE POPOLARE CON DE MAGISTRIS;10224;1,49;;;
SENATO;SARDEGNA;1342551;713774;53,17;18721;10720;30;VITA;4009;0,59;;;
SENATO;SICILIA;3921575;;;;;;FRATELLI D'ITALIA CON GIORGIA MELONI, FORZA ITALIA, LEGA PER SALVINI PREMIER, NOI MODERATI/LUPI  TOTI  BRUGNARO  UDC;711436;35,03;4;4;8
SENATO;SICILIA;3921575;;;;;;FRATELLI D'ITALIA CON GIORGIA MELONI;373806;18,41;2;;
SENATO;SICILIA;3921575;;;;;;FORZA ITALIA;217969;10,73;1;;
SENATO;SICILIA;3921575;;;;;;LEGA PER SALVINI PREMIER;102878;5,07;1;;
SENATO;SICILIA;3921575;;;;;;NOI MODERATI/LUPI  TOTI  BRUGNARO  UDC;16783;0,83;;;
SENATO;SICILIA;3921575;;;;;;MOVIMENTO 5 STELLE;552520;27,21;3;1;4
SENATO;SICILIA;3921575;;;;;;PARTITO DEMOCRATICO  ITALIA DEMOCRATICA E PROGRESSISTA, ALLEANZA VERDI E SINISTRA, PiuEuropa, IMPEGNO CIVICO LUIGI DI MAIO  CENTRO DEMOCRATICO;327204;16,11;2;;2
SENATO;SICILIA;3921575;;;;;;PARTITO DEMOCRATICO  ITALIA DEMOCRATICA E PROGRESSISTA;240713;11,85;2;;
SENATO;SICILIA;3921575;;;;;;ALLEANZA VERDI E SINISTRA;41203;2,03;;;
SENATO;SICILIA;3921575;;;;;;PIUEUROPA;32202;1,59;;;
SENATO;SICILIA;3921575;;;;;;IMPEGNO CIVICO LUIGI DI MAIO  CENTRO DEMOCRATICO;13086;0,64;;;
SENATO;SICILIA;3921575;;;;;;SUD CHIAMA NORD;266323;13,11;;;
SENATO;SICILIA;3921575;;;;;;AZIONE  ITALIA VIVA  CALENDA;91903;4,53;1;;1
SENATO;SICILIA;3921575;;;;;;ITALEXIT PER L'ITALIA;32973;1,62;;;
SENATO;SICILIA;3921575;;;;;;ITALIA SOVRANA E POPOLARE;20618;1,02;;;
SENATO;SICILIA;3921575;;;;;;UNIONE POPOLARE CON DE MAGISTRIS;17704;0,87;;;
SENATO;SICILIA;3921575;;;;;;VITA;7967;0,39;;;
SENATO;SICILIA;3921575;;;;;;ALTERNATIVA PER L'ITALIA  NO GREEN PASS;2286;0,11;;;
SENATO;TOSCANA;2811953;1961284;69,75;58446;24817;206;FRATELLI D'ITALIA CON GIORGIA MELONI, FORZA ITALIA, LEGA PER SALVINI PREMIER, NOI MODERATI/LUPI  TOTI  BRUGNARO  UDC;723501;38,53;3;3;6
SENATO;TOSCANA;2811953;1961284;69,75;58446;24817;206;FRATELLI D'ITALIA CON GIORGIA MELONI;486422;25,9;2;;
SENATO;TOSCANA;2811953;1961284;69,75;58446;24817;206;LEGA PER SALVINI PREMIER;120718;6,43;1;;
SENATO;TOSCANA;2811953;1961284;69,75;58446;24817;206;FORZA ITALIA;108192;5,76;;;
SENATO;TOSCANA;2811953;1961284;69,75;58446;24817;206;NOI MODERATI/LUPI  TOTI  BRUGNARO  UDC;8169;0,44;;;
SENATO;TOSCANA;2811953;1961284;69,75;58446;24817;206;PARTITO DEMOCRATICO  ITALIA DEMOCRATICA E PROGRESSISTA, ALLEANZA VERDI E SINISTRA, PiuEuropa, IMPEGNO CIVICO LUIGI DI MAIO  CENTRO DEMOCRATICO;635562;33,85;3;1;4
SENATO;TOSCANA;2811953;1961284;69,75;58446;24817;206;PARTITO DEMOCRATICO  ITALIA DEMOCRATICA E PROGRESSISTA;485127;25,83;3;;
SENATO;TOSCANA;2811953;1961284;69,75;58446;24817;206;ALLEANZA VERDI E SINISTRA;88792;4,73;;;
SENATO;TOSCANA;2811953;1961284;69,75;58446;24817;206;PIUEUROPA;54370;2,9;;;
SENATO;TOSCANA;2811953;1961284;69,75;58446;24817;206;IMPEGNO CIVICO LUIGI DI MAIO  CENTRO DEMOCRATICO;7273;0,39;;;
SENATO;TOSCANA;2811953;1961284;69,75;58446;24817;206;MOVIMENTO 5 STELLE;212103;11,3;1;;1
SENATO;TOSCANA;2811953;1961284;69,75;58446;24817;206;AZIONE  ITALIA VIVA  CALENDA;175017;9,32;1;;1
SENATO;TOSCANA;2811953;1961284;69,75;58446;24817;206;UNIONE POPOLARE CON DE MAGISTRIS;37616;2;;;
SENATO;TOSCANA;2811953;1961284;69,75;58446;24817;206;ITALEXIT PER L'ITALIA;30937;1,65;;;
SENATO;TOSCANA;2811953;1961284;69,75;58446;24817;206;ITALIA SOVRANA E POPOLARE;25826;1,38;;;
SENATO;TOSCANA;2811953;1961284;69,75;58446;24817;206;PARTITO COMUNISTA ITALIANO;24107;1,28;;;
SENATO;TOSCANA;2811953;1961284;69,75;58446;24817;206;VITA;13146;0,7;;;
SENATO;UMBRIA;662094;455740;68,83;12821;6728;46;FRATELLI D'ITALIA CON GIORGIA MELONI, FORZA ITALIA, LEGA PER SALVINI PREMIER, NOI MODERATI/LUPI  TOTI  BRUGNARO  UDC;199690;45,79;1;1;2
SENATO;UMBRIA;662094;455740;68,83;12821;6728;46;FRATELLI D'ITALIA CON GIORGIA MELONI;131759;30,21;1;;
SENATO;UMBRIA;662094;455740;68,83;12821;6728;46;LEGA PER SALVINI PREMIER;34634;7,94;;;
SENATO;UMBRIA;662094;455740;68,83;12821;6728;46;FORZA ITALIA;31294;7,18;;;
SENATO;UMBRIA;662094;455740;68,83;12821;6728;46;NOI MODERATI/LUPI  TOTI  BRUGNARO  UDC;2003;0,46;;;
SENATO;UMBRIA;662094;455740;68,83;12821;6728;46;PARTITO DEMOCRATICO  ITALIA DEMOCRATICA E PROGRESSISTA, ALLEANZA VERDI E SINISTRA, PiuEuropa, IMPEGNO CIVICO LUIGI DI MAIO  CENTRO DEMOCRATICO;120154;27,55;1;;1
SENATO;UMBRIA;662094;455740;68,83;12821;6728;46;PARTITO DEMOCRATICO  ITALIA DEMOCRATICA E PROGRESSISTA;93946;21,54;1;;
SENATO;UMBRIA;662094;455740;68,83;12821;6728;46;ALLEANZA VERDI E SINISTRA;15221;3,49;;;
SENATO;UMBRIA;662094;455740;68,83;12821;6728;46;PIUEUROPA;9133;2,09;;;
SENATO;UMBRIA;662094;455740;68,83;12821;6728;46;IMPEGNO CIVICO LUIGI DI MAIO  CENTRO DEMOCRATICO;1854;0,43;;;
SENATO;UMBRIA;662094;455740;68,83;12821;6728;46;MOVIMENTO 5 STELLE;55212;12,66;;;
SENATO;UMBRIA;662094;455740;68,83;12821;6728;46;AZIONE  ITALIA VIVA  CALENDA;35107;8,05;;;
SENATO;UMBRIA;662094;455740;68,83;12821;6728;46;ITALEXIT PER L'ITALIA;7821;1,79;;;
SENATO;UMBRIA;662094;455740;68,83;12821;6728;46;ITALIA SOVRANA E POPOLARE;5373;1,23;;;
SENATO;UMBRIA;662094;455740;68,83;12821;6728;46;PARTITO COMUNISTA ITALIANO;5199;1,19;;;
SENATO;UMBRIA;662094;455740;68,83;12821;6728;46;UNIONE POPOLARE CON DE MAGISTRIS;5052;1,16;;;
SENATO;UMBRIA;662094;455740;68,83;12821;6728;46;VITA;2537;0,58;;;
SENATO;VENETO;3728012;2616007;70,17;70875;34142;206;FRATELLI D'ITALIA CON GIORGIA MELONI, FORZA ITALIA, LEGA PER SALVINI PREMIER, NOI MODERATI/LUPI  TOTI  BRUGNARO  UDC;1410353;56,17;6;5;11
SENATO;VENETO;3728012;2616007;70,17;70875;34142;206;FRATELLI D'ITALIA CON GIORGIA MELONI;817771;32,57;3;;
SENATO;VENETO;3728012;2616007;70,17;70875;34142;206;LEGA PER SALVINI PREMIER;366266;14,59;2;;
SENATO;VENETO;3728012;2616007;70,17;70875;34142;206;FORZA ITALIA;174377;6,95;1;;
SENATO;VENETO;3728012;2616007;70,17;70875;34142;206;NOI MODERATI/LUPI  TOTI  BRUGNARO  UDC;51939;2,07;;;
SENATO;VENETO;3728012;2616007;70,17;70875;34142;206;PARTITO DEMOCRATICO  ITALIA DEMOCRATICA E PROGRESSISTA, ALLEANZA VERDI E SINISTRA, PiuEuropa, IMPEGNO CIVICO LUIGI DI MAIO  CENTRO DEMOCRATICO;582005;23,18;3;;3
SENATO;VENETO;3728012;2616007;70,17;70875;34142;206;PARTITO DEMOCRATICO  ITALIA DEMOCRATICA E PROGRESSISTA;404957;16,13;2;;
SENATO;VENETO;3728012;2616007;70,17;70875;34142;206;ALLEANZA VERDI E SINISTRA;87476;3,48;1;;
SENATO;VENETO;3728012;2616007;70,17;70875;34142;206;PIUEUROPA;81708;3,25;;;
SENATO;VENETO;3728012;2616007;70,17;70875;34142;206;IMPEGNO CIVICO LUIGI DI MAIO  CENTRO DEMOCRATICO;7864;0,31;;;
SENATO;VENETO;3728012;2616007;70,17;70875;34142;206;AZIONE  ITALIA VIVA  CALENDA;210033;8,37;1;;1
SENATO;VENETO;3728012;2616007;70,17;70875;34142;206;MOVIMENTO 5 STELLE;145545;5,8;1;;1
SENATO;VENETO;3728012;2616007;70,17;70875;34142;206;ITALEXIT PER L'ITALIA;61777;2,46;;;
SENATO;VENETO;3728012;2616007;70,17;70875;34142;206;VITA;42537;1,69;;;
SENATO;VENETO;3728012;2616007;70,17;70875;34142;206;ITALIA SOVRANA E POPOLARE;26627;1,06;;;
SENATO;VENETO;3728012;2616007;70,17;70875;34142;206;UNIONE POPOLARE CON DE MAGISTRIS;23303;0,93;;;
SENATO;VENETO;3728012;2616007;70,17;70875;34142;206;ALTERNATIVA PER L'ITALIA  NO GREEN PASS;8604;0,34;;;